chunk_id,texto,tipo,pagina,fuente_pdf,referencia
3099,"testing of a large number of possible associations, as in GWASs, it is expected that 5% of SNPs will violate HWE simply because of multiple testing. In this setting, investigators use more stringent P value thresholds, typically in the range -4 -6 of 10 to 10 . Empirical studies suggest that disequilibrium is common and 60,61 many articles do not explicitly acknowledge this ; as discussed in the first section, there are many sources of disequilibrium aside from genotyping error. Readers should look for evidence that the investigators have tested for HWE and raise their level of skepticism about the",ventana,769,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3100,"Readers should look for evidence that the investigators have tested for HWE and raise their level of skepticism about the results if they have not. Given that erroneous reports of HWE occur, they may even check for HWE themselves by 62 using a simple, freely available statistical program (Box 21.1-2). For a cohort study, investigators should test for HWE in the whole study population; for a case-control study, they should test in the controls if they are intended to be representative of the general population. BOX 21.1-2 Checking Hardy-Weinberg Equilibrium eaders can check whether the data at a biallelic single-nucleotide",ventana,769,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3101,"representative of the general population. BOX 21.1-2 Checking Hardy-Weinberg Equilibrium eaders can check whether the data at a biallelic single-nucleotide Rpolymorphism (SNP) are consistent with Hardy-Weinberg equilibrium (HWE) by inserting the numbers in each genotype group into an online 62 program. For example, an article may report that among 100 controls, there are 80 homozygote wild types, 12 heterozygotes, and 2 homozygous variants. The program calculates the expected distribution among the 3 2 genotype groups, the χ value, and the corresponding P value. 768",ventana,769,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3102,"There are limitations to the hypothesis testing, whether performed by the authors or the online program. Most HWE tests are weak because most sample sizes are small, and thus the likelihood of a false-negative result because of inadequate power is high. On the other hand, with very large sample sizes, the tests can detect very small deviations from HWE that are of no importance. In the setting of genome-wide association studies, a large number of SNPs are expected to have nominally significant deviations from HWE. For example, with 500 000 tested SNPs, 25 000 of them may have P <",ventana,770,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3103,"nominally significant deviations from HWE. For example, with 500 000 tested SNPs, 25 000 of them may have P < .05 on HWE testing by chance alone. Therefore, in GWASs, far more strict thresholds are appropriate to identify worrisome HWE deviation. USING THE GUIDE 38 n our scenario, Slooter et al found that their study population did observe IHWE (P = .45 in a well-powered study of n = 6852). Given that this is a 3- allele system, we are not able to use the online program to check HWE. Have the Investigators Adjusted for Multiple Comparisons? 769",ventana,770,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3104,not able to use the online program to check HWE. Have the Investigators Adjusted for Multiple Comparisons? 769,ventana,770,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3105,"One of the main reasons for false-positive results is inadequate attention to the problem of multiple comparisons. The scenario of a candidate gene experiment testing 100 SNPs for association with a disease outcome in which no real association exists illustrates the magnitude of the problem. If the threshold P value of .05 is left unchanged, then the chance of finding at least 1 apparent but spurious positive association in this scenario can be calculated as ((1 – (1 – 100 .05) ) × 100), or 99.4%. The simplest method to correct for this problem of multiple comparisons is the Bonferroni",ventana,771,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3106,".05) ) × 100), or 99.4%. The simplest method to correct for this problem of multiple comparisons is the Bonferroni method, in which the threshold P value is divided by the number of independent tests. In this example, the P value would be set at .05/100 or .0005. This may, however, be overly conservative and 45,63-66 stringent, and authors have suggested many other methods (Box 21.1- 67,68 3). The potential for false-positive results also makes candidate gene association studies particularly susceptible to publication bias, in which initially strongly positive results find their way into publication more easily, and studies 69",ventana,771,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3107,"susceptible to publication bias, in which initially strongly positive results find their way into publication more easily, and studies 69 with negative results take longer to get published. This bias is not corrected by simply accounting for multiple comparisons. BOX 21.1-3 Some Options for Adjustment for Multiple Comparisons he Bonferroni correction is overly conservative and stringent, and there Thave been many suggestions for other methods. Two of the more popular ones include the following. False-discovery rate calculations estimate the proportion of associations that are seemingly “discovered” (pass some required threshold of evidence) but are nevertheless expected to be false-positive results.",ventana,771,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3108,"of associations that are seemingly “discovered” (pass some required threshold of evidence) but are nevertheless expected to be false-positive results. The Benjamini- Hochberg method is used when loci (or single-nucleotide polymorphisms) are 67 independent, whereas the Benjamini-Lui method is applied when there is 68 correlation or linkage disequilibrium among loci. Both methods work on ranking the P values of the associations within a study and adjusting that P value by its position in the ranking list. The false-report probability rate similarly states how likely an association is to be false if it emerges with a given level of statistical significance,",ventana,771,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3109,"similarly states how likely an association is to be false if it emerges with a given level of statistical significance, given the power of the study and the perceived prior odds of an association being 45 true. The developers of this method have constructed a user-friendly 770",ventana,771,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3110,"45 spreadsheet to allow easy calculations. In GWASs, in which millions of SNPs are tested simultaneously, the multiple comparison problem takes on a magnitude never imagined in traditional epidemiology. To avoid false-positive results in such large-scale studies, P < 5 × –8 –2 10 (as opposed to the usual 5 × 10 ) is the accepted threshold for claiming 33,70 what is called genome-wide significance. This is equivalent to a Bonferroni correction for 1 million independent tests. This stringent threshold, combined with common journal requirements for independent replication of GWAS findings, provides appropriate insurance against spurious findings. USING THE GUIDE",ventana,772,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3111,"combined with common journal requirements for independent replication of GWAS findings, provides appropriate insurance against spurious findings. USING THE GUIDE 38 n our scenario, Slooter et al have not adjusted their results for multiple Icomparisons since they test only the APOE polymorphism (although they address 3 outcomes: myocardial infarction, stroke, and Alzheimer disease). Given the extensive prior work raising the hypothesis, they reasonably consider theirs a hypothesis-testing study rather than a hypothesis-generating study. Are the Results Consistent With Those of Other Studies? Any Users’ Guide—whether for diagnosis, therapy, prognosis, or harm—could include a validity criterion demanding replication. Although we have",ventana,772,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3112,"Other Studies? Any Users’ Guide—whether for diagnosis, therapy, prognosis, or harm—could include a validity criterion demanding replication. Although we have not included this criterion in considering other sorts of individual studies, the multiple-comparison problem and the forces that lead to differential publication of positive results suggest that, here, it is particularly important. Until putative genetic associations are replicated in similar but independent populations, one 71,72 should interpret them with caution. Most of the genetic associations between SNPs and complex diseases are small (much smaller than the odds ratios [ORs] >2.0 observed for apoE 73 e2/e3/e4), and therefore even sizeable studies",ventana,772,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3113,"are small (much smaller than the odds ratios [ORs] >2.0 observed for apoE 73 e2/e3/e4), and therefore even sizeable studies may fail to detect underlying 74 associations. Therefore, given that most individual studies are not large enough to detect these small effect sizes, typically, GWASs select SNPs with the lowest P values and test them in additional replication samples (either other GWASs or focused studies that target only the specific SNPs) to increase sample size and power, until the cumulative results pass genome-wide significance or 771",ventana,772,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3114,"similar thresholds. Even more teams may then continue to try to replicate these associations, and all of these data become essential in judging the credibility of these associations. Therefore, we suggest—just as we do for issues of therapy, diagnosis, prognosis, and harm—that clinicians interested in genetic associations first seek 75,76 a systematic review. The Human Genome Epidemiology Network (HuGE Net) group has emerged as the Cochrane equivalent for genetic association studies. The HuGE Net website lists many of the meta-analyses performed to 77,78 date and also hosts the HuGE Navigator, where one can determine what 28,79 single studies, GWASs, meta-analyses,",ventana,773,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3115,"performed to 77,78 date and also hosts the HuGE Navigator, where one can determine what 28,79 single studies, GWASs, meta-analyses, and synopses are available. Another useful aid in searching for GWASs is the Catalog of Published Genome-Wide 27 Association Studies maintained by the National Institutes of Health. A MEDLINE search using “apoE” and “dementia” as search terms and restricted to English and meta-analysis, or a search on the HuGE Navigator, leads to 61 meta-analyses in the general population and a website collating all of the Alzheimer disease genetic association studies as an all-encompassing 80 synopsis. The Catalog of Published Genome-Wide",ventana,773,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3116,"website collating all of the Alzheimer disease genetic association studies as an all-encompassing 80 synopsis. The Catalog of Published Genome-Wide Association Studies also 27 lists 38 published GWASs of Alzheimer disease. Taken together, the results for the APOE e2/e3/e4 polymorphism are largely consistent across studies. This probably reflects the fact that the apoE–Alzheimer disease association is among the strongest genetic associations recorded to date. USING THE GUIDE 38 looter et al seem to have minimized bias: S The authors defined a homogeneous group of patients with dementia, separating Alzheimer disease from vascular dementia and using proper definitions and meticulous measurement",ventana,773,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3117,"a homogeneous group of patients with dementia, separating Alzheimer disease from vascular dementia and using proper definitions and meticulous measurement schemes to determine outcomes. They chose a homogeneous ethnic group and provided a table reporting similar characteristics in diseased and nondiseased groups, although alcohol is a possible confounder that was not included. They did not report sufficient information to ensure that genotyping error had been eliminated, but the population observes HWE and the association is too strong to be accounted for by genotyping error. They did not adjust for multiple comparisons in their study, but they studied only 1 polymorphism",ventana,773,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3118,"for by genotyping error. They did not adjust for multiple comparisons in their study, but they studied only 1 polymorphism chosen according to previous work suggesting 772",ventana,773,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3119,"an association. Most importantly, the specific APOE association with Alzheimer disease has been reproduced many times. Meta-analyses of the results also had consistent results across studies. Given that we are satisfied with the validity of the study, we continue our critical appraisal. In the next section, we discuss how to interpret results of genetic association studies and how to apply this information in the context of patient care. WHAT ARE THE RESULTS OF THE STUDY? How Large and Precise Are the Associations? Sometimes, investigators will tell you only whether an association is statistically significant, which will be of little use",ventana,774,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3120,"the Associations? Sometimes, investigators will tell you only whether an association is statistically significant, which will be of little use to you. Application depends on knowing the magnitude of the association (ie, it makes a difference whether the increase in risk is 1.4-fold or 8-fold). Fortunately, investigators usually report the magnitude of a genetic association by using traditional measures of association: relative risks (RRs) in cohort studies, ORs in case-control studies, and hazard ratios (HRs) in survival analyses that consider the timing of events (see Chapter 9, Does Treatment Lower Risk? Understanding the Results). If the variant allele is dominant—that",ventana,774,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3121,"the timing of events (see Chapter 9, Does Treatment Lower Risk? Understanding the Results). If the variant allele is dominant—that is, it produces a protein isoform that dominates function—its presence in even 1 copy will result in maximal increase in risk. If the variant allele is recessive and present in only 1 gene, it produces a protein isoform that will fail to exert its biological effect; both variant alleles must be present to result in an increase in risk. In both cases, a single RR, OR, or HR describes the magnitude of the association. If the effect of a variant",ventana,774,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3122,"both cases, a single RR, OR, or HR describes the magnitude of the association. If the effect of a variant allele is additive, its presence in a single gene will lead to an increase in risk; its presence in both genes will lead to a further increase. Investigators may present the RR, OR, or HR associated with heterozygous (variant allele present in only 1 gene) and homozygous (variant allele present in both genes) individuals. Alternatively, they may present the RR, OR, or HR associated with the presence of only a single variant allele, in which case you must calculate what",ventana,774,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3123,"OR, or HR associated with the presence of only a single variant allele, in which case you must calculate what the expected risk is for the homozygous individual. 773",ventana,774,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3124,"There are 2 ways to do this: the most common approach is to take the square of the risk (called log-additive or per-allele or multiplicative risk model); the other approach is to take 2 times the risk (called the linear additive model). Ideally, the choice of which calculation to use should be guided by the relevant biology, although this is often unknown. USING THE GUIDE 38 looter et al found that APOE e2 may decrease the risk of Alzheimer Sdisease, with an RR of 0.5 (95% CI, 0.3-0.9) for e2/e3 heterozygous individuals compared with e3/e3; the e2 allele is sufficiently",ventana,775,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3125,"with an RR of 0.5 (95% CI, 0.3-0.9) for e2/e3 heterozygous individuals compared with e3/e3; the e2 allele is sufficiently rare that the e2/e2 group is small. The risk of Alzheimer disease increases with e4 (OR for the e3/e4 heterozygous individual, 2.2; 95% CI, 1.6-2.9) and the presence of 2 e4 alleles increases the risk to 7.0 (95% CI, 4.1-11.9), even more than 2 one would expect under either the log-additive model (2.2 or 4.8) or linear model (2.2 × 2 or 4.4). Given that this is a late-stage replication with many thousands of participants and that the results are",ventana,775,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3126,"2 or 4.4). Given that this is a late-stage replication with many thousands of participants and that the results are consistent with prior literature likely free of publication bias, the winner’s curse is probably not an issue here. Our confidence in estimates is also influenced by precision, reflected in the CI. Small genetic association studies lack power and thus may fail to detect an 69 association that is actually present. If a CI around the RR has a lower boundary less than 1.0 and a higher boundary greater than 1.0, then the results are consistent with chance but do not",ventana,775,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3127,"less than 1.0 and a higher boundary greater than 1.0, then the results are consistent with chance but do not exclude the possibility that the gene may either reduce or increase risk. That is, the possibilities of no association or an association remain (and if the CI is wide, the unestablished association may be important) as a result of small sample size. Although earlier candidate gene studies were often small, GWASs now routinely involve samples that include many thousands of cases and controls. A new approach to the sample-size problem is the statistical synthesis of results from multiple, individual studies",ventana,775,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3128,"cases and controls. A new approach to the sample-size problem is the statistical synthesis of results from multiple, individual studies via meta-analysis. Indeed, hundreds of GWAS meta-analyses have been published since 2007, with most genetic disease associations published in recent years being discovered via meta- 81 analysis. By increasing the available sample size, meta-analysis provides greater power to detect the small genetic effects underlying many complex human diseases. Larger samples also result in narrow CIs and hence more precise estimates of effect. 774",ventana,775,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3129,"Large sample sizes are necessary to detect small effects, and the effect of any single gene variant is likely to be small. In fact, APOE is a major exception: most genetic effects in the recent GWAS literature for other complex disorders have ORs or RRs in the range of 1.1 to 1.4. These small, seemingly unimportant ORs have generated interest in combining the effect of many genes in polygenic models or panels (ie, creating a genetic risk “profile” that assigns points for the 82 presence of various risk alleles and calculates an overall risk of disease). For example, in a",ventana,776,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3130,"points for the 82 presence of various risk alleles and calculates an overall risk of disease). For example, in a study of 5 SNPs associated with prostate cancer, the investigators expressed the risk of disease associated with the increasing presence of risk 83 alleles. They found an OR of 1.6 for individuals who were homozygous or heterozygous for the risk allele at 1 SNP and up to 4.5 for those who were homozygous or heterozygous for the risk allele at 4 SNPs. However, there are potential problems in creating these polygenic models; in particular, the independence of each genetic effect—a",ventana,776,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3131,"4 SNPs. However, there are potential problems in creating these polygenic models; in particular, the independence of each genetic effect—a fundamental assumption—may not hold. We are not aware that any such polygenic score has yet been generated and rigorously tested for association with Alzheimer disease. The synopsis of the 80 27 association studies in AlzGene and the National Institutes of Health catalog suggests that dozens of SNPs have nominal statistically significant associations and could potentially be considered for generating a risk profile. All but APOE confer small risk increases, on average per-allele ORs of less than 1.3. Given the small",ventana,776,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3132,"risk profile. All but APOE confer small risk increases, on average per-allele ORs of less than 1.3. Given the small effect sizes of most variants underlying the risk of Alzheimer disease (and other complex diseases), there are certainly numerous additional variants that evade detection in available sample sizes because of their very small ORs. Given this, there is increasing interest in considering the combined effects of large panels of common genetic variants. In fact, a recent GWAS that included 3290 Alzheimer disease cases and 3849 controls revealed that 24% of case-control differences in Alzheimer disease risk could be attributed to",ventana,776,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3133,"Alzheimer disease cases and 3849 controls revealed that 24% of case-control differences in Alzheimer disease risk could be attributed to the additive effects of approximately 500 000 common SNPs distributed across the 84 entire genome, regardless of their individual association with disease. This finding suggests that Alzheimer disease results from known clinical risk factors acting in concert with potentially thousands of unidentified, common genetic variants, each with individually very small effects. The number of SNPs reported as associated with Alzheimer disease is thus likely to increase as larger samples are included in GWASs. The ongoing identification of additional genetic associations",ventana,776,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3134,disease is thus likely to increase as larger samples are included in GWASs. The ongoing identification of additional genetic associations for Alzheimer disease may assist with the future selection of SNPs for predicting individual risk. 775,ventana,776,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3135,"HOW CAN I APPLY THE RESULTS TO PATIENT CARE? Does the Genetic Association Improve Predictive Power Beyond Easily Measured Clinical Variables? The immediate clinical utility of a genetic association is to provide prognostic information to patients and clinicians. To do this, the genetic marker must provide independent predictive power above and beyond traditional clinical predictive variables (age; sex; family history; exposures to other causal agents, such as cigarettes; simple laboratory tests, such as serum lipid levels; and other risk factors, such as hypertension). This independent contribution may well not be the case, particularly if the genetic polymorphism exerts its effect",ventana,777,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3136,"such as hypertension). This independent contribution may well not be the case, particularly if the genetic polymorphism exerts its effect through some of these variables (eg, a gene that controls lipids exerts its effect on outcomes such as cardiovascular risk through increases in low-density lipoprotein). Typically, a useful gene predictor will exert a biological influence that we cannot measure at some other level. The exception is if the biological factor measurement has large measurement error and day-to-day variability, whereas the gene is measured with high accuracy. In the previous example, if there is large lifetime variability and measurement error in",ventana,777,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3137,"gene is measured with high accuracy. In the previous example, if there is large lifetime variability and measurement error in lipid levels for a single individual, assessing the patient’s gene variants that control lipid levels may 85 provide more decisive information. To determine whether the genetic information adds substantial predictive power beyond easily measured clinical and laboratory variables, the clinician must look for the appropriate analysis. Does the association persist after adjusting for other clinical variables? For dichotomous outcomes, there are a number of statistical tools to decide how much, if any, additional predictive power the genetic information adds. One",ventana,777,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3138,"are a number of statistical tools to decide how much, if any, additional predictive power the genetic information adds. One is to calculate the area under the receiver operating characteristic curve (ROC 86 curve), an approach often used for diagnostic tests. As shown in Figure 21.1-5, the ROC curve plots the true-positive rate (y-axis) against the false-positive rate (x-axis). The ROC curve with no greater predictive ability than chance would approximate a straight diagonal line from the origin (0, 0) to the upper right-hand corner (1.0, 1.0) (Figure 21.1-5A). The area under the curve would be 0.5. The 776",ventana,777,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3139,"to the upper right-hand corner (1.0, 1.0) (Figure 21.1-5A). The area under the curve would be 0.5. The 776",ventana,777,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3140,"visual representation of a perfectly predictive test would be a line that goes straight up the y-axis to 1.0 and then straight across the x-axis to 1.0, and it 87 would have an area under the curve of 1 (Figure 21.1-5B). FIGURE 21.1-5 The 2002 Prospective Cardiovascular Munster study, which developed a risk prediction score for cardiovascular disease, provides an example of the use of the 88 ROC curve (Figure 21.1-5C). Fitting this model to the Northwick Park Heart Study II by using normal clinical variables gave an area under the curve of 0.65. Adding genetic information based on candidate",ventana,778,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3141,"II by using normal clinical variables gave an area under the curve of 0.65. Adding genetic information based on candidate gene associations did not significantly increase this area, thus demonstrating that genotyping could not add 87 important predictive information at that time (2004). 89 Another study reports the advances facilitated by GWASs. This 2013 study focused on risk prediction for coronary heart disease in the Edinburgh Artery Study. Clinical risk factors included age, sex, blood pressure, smoking status, diabetes/glucose intolerance, and total and high-density lipoprotein cholesterol. Models that included these clinical variables produced an area under the curve of 0.67,",ventana,778,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3142,"and total and high-density lipoprotein cholesterol. Models that included these clinical variables produced an area under the curve of 0.67, which increased by a significant increment to 0.74 (P = .001) when the model additionally included 36 SNPs associated with coronary heart disease in large-scale GWAS meta-analyses. Perhaps the most striking example of risk prediction facilitated by genetic 777",ventana,778,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3143,"data is in type 1 diabetes. Candidate gene and genome-wide studies of type 1 diabetes have now identified more than 50 associated genetic variants, which 90,91 together produce an area under the curve of nearly 0.9, the highest of any studied disease. With regard to Alzheimer risk prediction using APOE genotype, Seshadri et 92 al found that adding APOE genotype to a model that included only age and sex in the Rotterdam Study increased the area under the curve from 0.83 to 0.85, but the increment was not statistically significant. The addition of 2 additional associated SNPs to the model",ventana,779,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3144,"0.83 to 0.85, but the increment was not statistically significant. The addition of 2 additional associated SNPs to the model produced a miniscule increase (0.002), consistent with the relatively larger genetic effect of APOE compared with other Alzheimer-associated variants. USING THE GUIDE 38 looter et al added age, sex, and education to regression models that Sincluded APOE genotype. The RRs they presented considered (ie, adjusted for) these clinical variables. However, their study would be stronger if they had considered other clinical variables that are also associated with Alzheimer risk, such as total cholesterol level and family history of Alzheimer disease.",ventana,779,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3145,"clinical variables that are also associated with Alzheimer risk, such as total cholesterol level and family history of Alzheimer disease. In general, it is important that investigators include family history in statistical models because it is easily measured and can help to predict an individual’s risk of disorders with a known genetic component. To evaluate the predictive utility of risk genotypes, one then can assess whether including the APOE genotype can improve prediction over and above what 38 can be predicted simply by family history. The failure of Slooter et al to take family history into consideration results in some",ventana,779,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3146,"predicted simply by family history. The failure of Slooter et al to take family history into consideration results in some doubt about the utility of the genetic information and limits our use of the information in helping our patient. Other investigators have found that APOE information provides 93 additional predictive ability beyond family history but not necessarily 94 beyond expert clinical diagnosis with standardized criteria. Mayeux et al found that adding APOE genotype to expert diagnosis by using standardized criteria increased the area under the curve from 0.84 to 0.87, an increment that was not statistically significant. What Are the",ventana,779,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3147,"increased the area under the curve from 0.84 to 0.87, an increment that was not statistically significant. What Are the Absolute vs Relative Genetic Effects? If the patient’s risk of disease in the absence of a variant risk allele is low, even a 778",ventana,779,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3148,"5-fold or 10-fold increase in risk in the presence of the allele may represent a small absolute increase in risk. Conversely, if the baseline risk is high, even a modest increase in RR could affect clinical decision making. We also note that RRs are additive; thus, an individual’s risk increase due to a risk genotype may add to the risk due to positive family history. In this example, an analysis of 95 case-control studies reports that having a first-degree relative with dementia is associated with a 3.5-fold increased risk of Alzheimer disease. Aggregation of APOE genotype within affected families may",ventana,780,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3149,"with dementia is associated with a 3.5-fold increased risk of Alzheimer disease. Aggregation of APOE genotype within affected families may contribute partly to this increase in risk. USING THE GUIDE 38 looter et al estimated the RR of Alzheimer disease in APOE e4 Sheterozygous individuals at 2.2 and the RR associated with APOE e4 homozygous individuals at 7.0. Results were similar for Alzheimer disease and vascular dementia. They took baseline risk into account to estimate a cumulative, absolute risk of Alzheimer disease or vascular dementia by 80 years of age of approximately 15% to 20% for APOE e4 heterozygous individuals",ventana,780,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3150,"Alzheimer disease or vascular dementia by 80 years of age of approximately 15% to 20% for APOE e4 heterozygous individuals and 40% to 50% for APOE e4 homozygous individuals. Other 96 studies confirm these high absolute risk estimates. Is the Risk-Associated Allele Likely to Be Present in My Patient? In applying the results, clinicians must consider the likelihood that the culprit allele is present in a particular patient, given the patient’s ancestral population and the respective allele frequencies in that population group. Allele frequencies for various genes and populations of interest are available in the Allele 97 98 Frequency Database",ventana,780,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3151,"population group. Allele frequencies for various genes and populations of interest are available in the Allele 97 98 Frequency Database or at the HapMap website. Similarly, some gene-disease associations may be restricted to a selected subgroup. For example, BRCA1 was identified in patients with early-onset 99 breast cancer who had a strong family history. This group of individuals, however, accounts for only approximately 5% of all breast cancers. Hence, although this genetic association is valid, individuals who present with late-onset breast cancer without a strong family history have no need to be tested for it. However, for certain ancestry groups,",ventana,780,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3152,"breast cancer without a strong family history have no need to be tested for it. However, for certain ancestry groups, such as Ashkenazi Jews, who have a high prevalence of BRCA1 mutations, testing may be appropriate in women with 779",ventana,780,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
3153,"100 breast or ovarian cancer. Knowledge of BRCA1 genotype status could help these women assess their own future risk of further breast and other gynecologic cancer and also may be relevant for family members. USING THE GUIDE 97 n our clinical scenario, the Allele Frequency Database reveals that the IAPOE4 allele frequencies are similar across a broad range of ancestries. Is the Patient Likely Better Off Knowing the Genetic Information? Knowing that one’s genes increase the risk of a serious health problem years in the future may have substantial adverse consequences, including worry, anxiety, and potentially increased payments for life",ventana,781,Users Guides to the medical literature_A Manual for Evidence Based cience.pdf,"Guyatt G et al. Users' Guides to the Medical Literature, 2015"
